Trinity_ID	380822	380823	380824	380825	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN2992_c0_g1_i9	0	61	0	57	sp	Q43292	RL372_ARATH	67.4	89	29	0	59	325	1	89	1.7e-28	127.5	RL372_ARATH	reviewed	60S ribosomal protein L37-2	RPL37B At1g52300 F19K6.12	Arabidopsis thaliana (Mouse-ear cress)	95	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	metal ion binding [GO:0046872]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0005634; GO:0006412; GO:0019843; GO:0022625; GO:0022626; GO:0046872
TRINITY_DN13344_c0_g1_i1	0	43	0	101	sp	Q9FPS4	UBP23_ARATH	34.5	177	94	7	159	635	108	280	3.1e-12	75.1	UBP23_ARATH	reviewed	Ubiquitin carboxyl-terminal hydrolase 23 (EC 3.4.19.12) (Deubiquitinating enzyme 23) (AtUBP23) (Ubiquitin thioesterase 23) (Ubiquitin-specific-processing protease 23)	UBP23 At5g57990 MTI20.25	Arabidopsis thaliana (Mouse-ear cress)	859	protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytosol [GO:0005829]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleus [GO:0005634]; cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]	cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579
TRINITY_DN88138_c0_g1_i6	0	33	0	123	sp	O88759	KCNS3_RAT	31.8	242	134	4	340	1017	187	413	6.8e-18	93.6	KCNS3_RAT	reviewed	Potassium voltage-gated channel subfamily S member 3 (Delayed-rectifier K(+) channel alpha subunit 3) (Voltage-gated potassium channel subunit Kv9.3)	Kcns3	Rattus norvegicus (Rat)	491	potassium ion transmembrane transport [GO:0071805]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; voltage-gated potassium channel complex [GO:0008076]	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; voltage-gated potassium channel complex [GO:0008076]; voltage-gated potassium channel activity [GO:0005249]; potassium ion transmembrane transport [GO:0071805]; protein homooligomerization [GO:0051260]; regulation of ion transmembrane transport [GO:0034765]	voltage-gated potassium channel activity [GO:0005249]	GO:0005249; GO:0005794; GO:0005829; GO:0008076; GO:0016021; GO:0034765; GO:0051260; GO:0071805
TRINITY_DN18195_c0_g1_i1	0	38	0	102	sp	Q9SZY1	NACA4_ARATH	55.3	150	61	1	171	602	63	212	5.6e-35	149.4	NACA4_ARATH	reviewed	Nascent polypeptide-associated complex subunit alpha-like protein 4 (NAC-alpha-like protein 4) (Alpha-NAC-like protein 4)	At4g10480 F7L13.60	Arabidopsis thaliana (Mouse-ear cress)	212	protein targeting to membrane [GO:0006612]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nascent polypeptide-associated complex [GO:0005854]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nascent polypeptide-associated complex [GO:0005854]; unfolded protein binding [GO:0051082]; protein targeting to membrane [GO:0006612]	unfolded protein binding [GO:0051082]	GO:0005737; GO:0005829; GO:0005854; GO:0006612; GO:0051082
TRINITY_DN2751_c1_g2_i5	0	42	0	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9803_c0_g1_i1	0	59	0	125	sp	B8AM21	RU2B_ORYSI	40.7	236	115	5	70	735	8	232	5e-37	156.4	RU2B_ORYSI	reviewed	U2 small nuclear ribonucleoprotein B'' (U2 snRNP B'')	OsI_11177	Oryza sativa subsp. indica (Rice)	232	mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U2 snRNP [GO:0005686]	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U2 snRNP [GO:0005686]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	RNA binding [GO:0003723]	GO:0003723; GO:0005654; GO:0005681; GO:0005686; GO:0005737; GO:0006397; GO:0008380; GO:0015030
TRINITY_DN13456_c0_g1_i4	0	42	0	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN493_c0_g1_i10	0	84	0	152	sp	P35684	RL3_ORYSJ	68.4	380	116	3	2	1132	10	388	8e-152	538.1	RL3_ORYSJ	reviewed	60S ribosomal protein L3	RPL3 Os12g0167900 LOC_Os12g07010	Oryza sativa subsp. japonica (Rice)	389	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0003723; GO:0003735; GO:0006412; GO:0022625
TRINITY_DN205_c7_g1_i11	207	31	111	0	sp	Q9VLS1	KPBB_DROME	68.2	730	218	2	314	2503	36	751	8.3e-294	1011.9	KPBB_DROME	reviewed	Probable phosphorylase b kinase regulatory subunit beta (Phosphorylase kinase subunit beta)	CG8475	Drosophila melanogaster (Fruit fly)	1093	glycogen metabolic process [GO:0005977]	phosphorylase kinase complex [GO:0005964]; plasma membrane [GO:0005886]	phosphorylase kinase complex [GO:0005964]; plasma membrane [GO:0005886]; calmodulin binding [GO:0005516]; catalytic activity [GO:0003824]; glycogen metabolic process [GO:0005977]	calmodulin binding [GO:0005516]; catalytic activity [GO:0003824]	GO:0003824; GO:0005516; GO:0005886; GO:0005964; GO:0005977
TRINITY_DN2128_c0_g1_i8	0	100	0	226	sp	P87262	RL34A_YEAST	47.9	119	61	1	42	395	3	121	1.4e-21	104.4	RL34A_YEAST	reviewed	60S ribosomal protein L34-A (Large ribosomal subunit protein eL34-A)	RPL34A YER056C-A YER056BC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121	cytoplasmic translation [GO:0002181]; ribosome biogenesis [GO:0042254]	cytosolic large ribosomal subunit [GO:0022625]; preribosome, large subunit precursor [GO:0030687]	cytosolic large ribosomal subunit [GO:0022625]; preribosome, large subunit precursor [GO:0030687]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosome biogenesis [GO:0042254]	structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0022625; GO:0030687; GO:0042254
TRINITY_DN108250_c0_g1_i1	0	85	0	100	sp	Q9AT35	RL23A_DAUCA	55.4	148	64	1	45	482	7	154	5.5e-37	155.6	RL23A_DAUCA	reviewed	60S ribosomal protein L23a	RPL23A	Daucus carota (Wild carrot)	154	translation [GO:0006412]	ribosome [GO:0005840]	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843
TRINITY_DN8979_c0_g1_i3	0	94	0	54	sp	Q9P2K8	E2AK4_HUMAN	31.1	1718	991	44	396	5282	26	1639	1.7e-169	599.4	E2AK4_HUMAN	reviewed	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	EIF2AK4 GCN2 KIAA1338	Homo sapiens (Human)	1649	adaptive immune response [GO:0002250]; cell cycle arrest [GO:0007050]; cellular response to amino acid starvation [GO:0034198]; cellular response to cold [GO:0070417]; cellular response to leucine starvation [GO:1990253]; cellular response to UV [GO:0034644]; defense response to virus [GO:0051607]; DNA damage checkpoint [GO:0000077]; eiF2alpha phosphorylation in response to endoplasmic reticulum stress [GO:0036492]; induction by virus of host autophagy [GO:0039520]; learning [GO:0007612]; long-term memory [GO:0007616]; negative regulation by host of viral genome replication [GO:0044828]; negative regulation of CREB transcription factor activity [GO:0032792]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of translational initiation [GO:0045947]; negative regulation of translational initiation in response to stress [GO:0032057]; neuron projection extension [GO:1990138]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of translational initiation in response to starvation [GO:0071264]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of eIF2 alpha phosphorylation by amino acid starvation [GO:0060733]; regulation of feeding behavior [GO:0060259]; regulation of translational initiation [GO:0006446]; regulation of translational initiation by eIF2 alpha phosphorylation [GO:0010998]; T cell activation involved in immune response [GO:0002286]; viral translation [GO:0019081]	cytosolic ribosome [GO:0022626]; polysome [GO:0005844]	cytosolic ribosome [GO:0022626]; polysome [GO:0005844]; ATP binding [GO:0005524]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; tRNA binding [GO:0000049]; adaptive immune response [GO:0002250]; cell cycle arrest [GO:0007050]; cellular response to amino acid starvation [GO:0034198]; cellular response to cold [GO:0070417]; cellular response to leucine starvation [GO:1990253]; cellular response to UV [GO:0034644]; defense response to virus [GO:0051607]; DNA damage checkpoint [GO:0000077]; eiF2alpha phosphorylation in response to endoplasmic reticulum stress [GO:0036492]; induction by virus of host autophagy [GO:0039520]; learning [GO:0007612]; long-term memory [GO:0007616]; negative regulation by host of viral genome replication [GO:0044828]; negative regulation of CREB transcription factor activity [GO:0032792]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of translational initiation [GO:0045947]; negative regulation of translational initiation in response to stress [GO:0032057]; neuron projection extension [GO:1990138]; positive regulation of adaptive immune response [GO:0002821]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of translational initiation in response to starvation [GO:0071264]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of eIF2 alpha phosphorylation by amino acid starvation [GO:0060733]; regulation of feeding behavior [GO:0060259]; regulation of translational initiation [GO:0006446]; regulation of translational initiation by eIF2 alpha phosphorylation [GO:0010998]; T cell activation involved in immune response [GO:0002286]; viral translation [GO:0019081]	ATP binding [GO:0005524]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; tRNA binding [GO:0000049]	GO:0000049; GO:0000077; GO:0002230; GO:0002250; GO:0002286; GO:0002821; GO:0004672; GO:0004674; GO:0004694; GO:0005524; GO:0005844; GO:0006446; GO:0006468; GO:0007050; GO:0007612; GO:0007616; GO:0010998; GO:0019081; GO:0022626; GO:0032057; GO:0032792; GO:0034198; GO:0034644; GO:0036492; GO:0039520; GO:0044828; GO:0045665; GO:0045947; GO:0046777; GO:0051607; GO:0060259; GO:0060733; GO:0070417; GO:0071264; GO:1900273; GO:1990138; GO:1990253
TRINITY_DN336_c0_g1_i6	0	82	0	55	sp	P90519	EF1A_CRYPV	43.9	469	229	7	48	1454	1	435	4.9e-102	373.6	EF1A_CRYPV	reviewed	Elongation factor 1-alpha (EF-1-alpha)		Cryptosporidium parvum	435		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737
TRINITY_DN1667_c0_g1_i5	0	137	0	75	sp	P0A9Y8	CSPC_ECO57	63.4	71	24	2	65	277	1	69	4.7e-16	87.4	CSPC_ECO57	reviewed	Cold shock-like protein CspC (CSP-C)	cspC Z2868 ECs2533	Escherichia coli O157:H7	69		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; DNA binding [GO:0003677]	DNA binding [GO:0003677]	GO:0003677; GO:0005737
TRINITY_DN21885_c0_g1_i1	0	70	0	134	sp	P0CM25	GET3_CRYNB	54.8	321	142	2	93	1052	5	323	1.5e-94	347.8	GET3_CRYNB	reviewed	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)	GET3 CNBK0900	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	325	protein insertion into ER membrane [GO:0045048]	endoplasmic reticulum [GO:0005783]	endoplasmic reticulum [GO:0005783]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; metal ion binding [GO:0046872]; protein insertion into ER membrane [GO:0045048]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]	GO:0005524; GO:0005783; GO:0016887; GO:0045048; GO:0046872
TRINITY_DN1838_c1_g2_i1	0	62	0	111	sp	O94432	YHKF_SCHPO	36.6	216	98	5	465	1112	163	339	4.8e-29	130.6	YHKF_SCHPO	reviewed	Uncharacterized RNA-binding protein C660.15	SPBC660.15	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	474	mRNA cleavage [GO:0006379]; mRNA polyadenylation [GO:0006378]; regulation of RNA metabolic process [GO:0051252]	cytoplasm [GO:0005737]; mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	cytoplasm [GO:0005737]; mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]; mRNA cleavage [GO:0006379]; mRNA polyadenylation [GO:0006378]; regulation of RNA metabolic process [GO:0051252]	mRNA 3'-UTR binding [GO:0003730]; RNA binding [GO:0003723]	GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005849; GO:0006378; GO:0006379; GO:0051252; GO:1990904
TRINITY_DN332_c0_g2_i2	0	124	0	48	sp	Q03043	KGP24_DROME	66.5	714	214	5	493	2619	395	1088	1.5e-270	934.9	KGP24_DROME	reviewed	cGMP-dependent protein kinase, isozyme 2 forms cD4/T1/T3A/T3B (cGK) (EC 2.7.11.12) (Foraging protein)	for DG2 PGK2 Pkg24A CG10033	Drosophila melanogaster (Fruit fly)	1088	feeding behavior [GO:0007631]; habituation [GO:0046959]; larval feeding behavior [GO:0030536]; larval locomotory behavior [GO:0008345]; long-term memory [GO:0007616]; motor neuron axon guidance [GO:0008045]; protein phosphorylation [GO:0006468]; regulation of heart contraction [GO:0008016]; regulation of response to food [GO:0032095]; response to sucrose [GO:0009744]; short-term memory [GO:0007614]	cytosol [GO:0005829]; plasma membrane [GO:0005886]	cytosol [GO:0005829]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cGMP binding [GO:0030553]; cGMP-dependent protein kinase activity [GO:0004692]; feeding behavior [GO:0007631]; habituation [GO:0046959]; larval feeding behavior [GO:0030536]; larval locomotory behavior [GO:0008345]; long-term memory [GO:0007616]; motor neuron axon guidance [GO:0008045]; protein phosphorylation [GO:0006468]; regulation of heart contraction [GO:0008016]; regulation of response to food [GO:0032095]; response to sucrose [GO:0009744]; short-term memory [GO:0007614]	ATP binding [GO:0005524]; cGMP binding [GO:0030553]; cGMP-dependent protein kinase activity [GO:0004692]	GO:0004692; GO:0005524; GO:0005829; GO:0005886; GO:0006468; GO:0007614; GO:0007616; GO:0007631; GO:0008016; GO:0008045; GO:0008345; GO:0009744; GO:0030536; GO:0030553; GO:0032095; GO:0046959
TRINITY_DN2876_c0_g1_i4	77	0	41	0	sp	Q9CYA6	ZCHC8_MOUSE	39.7	189	104	4	696	1238	222	408	2e-32	142.5	ZCHC8_MOUSE	reviewed	Zinc finger CCHC domain-containing protein 8 (TRAMP-like complex RNA-binding factor ZCCHC8)	Zcchc8	Mus musculus (Mouse)	709	mRNA processing [GO:0006397]; ncRNA processing [GO:0034470]; RNA splicing [GO:0008380]	catalytic step 2 spliceosome [GO:0071013]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TRAMP complex [GO:0031499]	catalytic step 2 spliceosome [GO:0071013]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TRAMP complex [GO:0031499]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; mRNA processing [GO:0006397]; ncRNA processing [GO:0034470]; RNA splicing [GO:0008380]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0005634; GO:0005654; GO:0006397; GO:0008270; GO:0008380; GO:0016604; GO:0031499; GO:0034470; GO:0071013
TRINITY_DN10685_c0_g1_i2	0	73	0	149	sp	Q940B0	RL183_ARATH	61.1	193	69	1	36	614	1	187	1.3e-56	221.5	RL183_ARATH	reviewed	60S ribosomal protein L18-3	RPL18C At5g27850 F14I23.10	Arabidopsis thaliana (Mouse-ear cress)	187	translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; plasmodesma [GO:0009506]; plastid [GO:0009536]; vacuole [GO:0005773]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; plasmodesma [GO:0009506]; plastid [GO:0009536]; vacuole [GO:0005773]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003729; GO:0003735; GO:0005773; GO:0005829; GO:0006412; GO:0009506; GO:0009536; GO:0022625; GO:0022626
TRINITY_DN4168_c0_g1_i8	69	0	237	28	sp	O24145	4CL1_TOBAC	34.5	516	318	9	259	1779	41	545	5.7e-73	276.9	4CL1_TOBAC	reviewed	4-coumarate--CoA ligase 1 (4CL 1) (EC 6.2.1.12) (4-coumaroyl-CoA synthase 1)	4CL1	Nicotiana tabacum (Common tobacco)	547	phenylpropanoid metabolic process [GO:0009698]		4-coumarate-CoA ligase activity [GO:0016207]; ATP binding [GO:0005524]; CoA-ligase activity [GO:0016405]; phenylpropanoid metabolic process [GO:0009698]	4-coumarate-CoA ligase activity [GO:0016207]; ATP binding [GO:0005524]; CoA-ligase activity [GO:0016405]	GO:0005524; GO:0009698; GO:0016207; GO:0016405
TRINITY_DN1883_c0_g1_i20	0	28	0	151	sp	P18562	UPP_YEAST	49.2	199	95	4	88	681	21	214	3.7e-48	193.7	UPP_YEAST	reviewed	Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)	FUR1 YHR128W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216	nucleoside metabolic process [GO:0009116]; pyrimidine-containing compound salvage [GO:0008655]; UMP salvage [GO:0044206]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; uracil phosphoribosyltransferase activity [GO:0004845]; nucleoside metabolic process [GO:0009116]; pyrimidine-containing compound salvage [GO:0008655]; UMP salvage [GO:0044206]	GTP binding [GO:0005525]; uracil phosphoribosyltransferase activity [GO:0004845]	GO:0004845; GO:0005525; GO:0005737; GO:0008655; GO:0009116; GO:0044206
TRINITY_DN4842_c0_g1_i1	0	59	0	88	sp	Q9S7U0	INO1_WHEAT	68	510	158	2	67	1581	1	510	5.7e-207	722.2	INO1_WHEAT	reviewed	Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase)	MIPS	Triticum aestivum (Wheat)	510	inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; inositol-3-phosphate synthase activity [GO:0004512]; inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	inositol-3-phosphate synthase activity [GO:0004512]	GO:0004512; GO:0005737; GO:0006021; GO:0008654
TRINITY_DN8494_c0_g1_i43	0	36	0	116	sp	F4ISQ7	TOP3B_ARATH	48.1	54	23	1	219	365	472	525	3e-05	51.2	TOP3B_ARATH	reviewed	DNA topoisomerase 3-beta (EC 5.6.2.1)	At2g32000 F22D22.25	Arabidopsis thaliana (Mouse-ear cress)	865	DNA topological change [GO:0006265]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]; DNA topological change [GO:0006265]	DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]; mRNA binding [GO:0003729]	GO:0003677; GO:0003729; GO:0003916; GO:0003917; GO:0005634; GO:0006265; GO:0046872
TRINITY_DN424_c0_g1_i20	211	0	30	0	sp	Q3BAI2	YCX91_PHAAO	58.7	63	26	0	2031	1843	1	63	4.1e-11	72	YCX91_PHAAO	reviewed	Uncharacterized protein ORF91		Phalaenopsis aphrodite subsp. formosana (Moth orchid)	91		chloroplast [GO:0009507]	chloroplast [GO:0009507]		GO:0009507
TRINITY_DN6357_c0_g1_i1	0	56	0	74	sp	Q54SN4	RPAC1_DICDI	42.1	323	172	7	45	971	21	342	1.7e-68	261.5	RPAC1_DICDI	reviewed	DNA-directed RNA polymerases I and III subunit rpac1 (RNA polymerases I and III subunit AC1)	polr1c rpa5 DDB_G0282339	Dictyostelium discoideum (Slime mold)	345	transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase III [GO:0006383]	RNA polymerase I complex [GO:0005736]; RNA polymerase III complex [GO:0005666]	RNA polymerase I complex [GO:0005736]; RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase III [GO:0006383]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	GO:0003677; GO:0003899; GO:0005666; GO:0005736; GO:0006360; GO:0006383; GO:0046983
TRINITY_DN2093_c0_g1_i6	0	98	2	57	sp	P0C5P9	YL54B_YEAST	81.2	32	6	0	386	291	21	52	1e-06	55.8	YL54B_YEAST	reviewed	Putative uncharacterized protein YLR154W-B	YLR154W-B smORF398	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	54					
TRINITY_DN2860_c0_g1_i2	0	37	0	178	sp	P85200	PRS6B_HELAN	79.2	379	79	0	35	1171	35	413	9.2e-174	611.7	PRS6B_HELAN	reviewed	26S proteasome regulatory subunit 6B homolog		Helianthus annuus (Common sunflower)	414	protein catabolic process [GO:0030163]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]; protein catabolic process [GO:0030163]	ATP binding [GO:0005524]; proteasome-activating ATPase activity [GO:0036402]	GO:0000502; GO:0005524; GO:0005634; GO:0005737; GO:0030163; GO:0036402
TRINITY_DN3768_c0_g1_i5	938	156	1076	149	sp	A5GFY8	SERA_PIG	48.6	529	259	8	245	1819	4	523	1.8e-123	444.9	SERA_PIG	reviewed	D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37)	PHGDH	Sus scrofa (Pig)	533	cellular amino acid metabolic process [GO:0006520]; L-serine biosynthetic process [GO:0006564]		L-malate dehydrogenase activity [GO:0030060]; NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]; cellular amino acid metabolic process [GO:0006520]; L-serine biosynthetic process [GO:0006564]	L-malate dehydrogenase activity [GO:0030060]; NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]	GO:0004617; GO:0006520; GO:0006564; GO:0030060; GO:0051287
TRINITY_DN3922_c0_g1_i7	0	51	0	128	sp	Q9XIE6	ALA3_ARATH	36.1	1162	664	28	481	3882	49	1160	3.9e-164	580.9	ALA3_ARATH	reviewed	Phospholipid-transporting ATPase 3 (AtALA3) (EC 7.6.2.1) (Aminophospholipid ATPase 3) (Aminophospholipid flippase 3) (Protein ABERRANT LOCALIZATION OF PEN3 3) (Protein IRREGULAR TRICHOME BRANCH 2)	ALA3 ALP3 ITB2 At1g59820 F23H11.14	Arabidopsis thaliana (Mouse-ear cress)	1213	defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; Golgi to plasma membrane transport [GO:0006893]; Golgi vesicle budding [GO:0048194]; phospholipid translocation [GO:0045332]; protein localization [GO:0008104]; response to molecule of bacterial origin [GO:0002237]; response to molecule of fungal origin [GO:0002238]; root development [GO:0048364]; shoot system development [GO:0048367]	endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]	endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; aminophospholipid flippase activity [GO:0015247]; ATP binding [GO:0005524]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; Golgi to plasma membrane transport [GO:0006893]; Golgi vesicle budding [GO:0048194]; phospholipid translocation [GO:0045332]; protein localization [GO:0008104]; response to molecule of bacterial origin [GO:0002237]; response to molecule of fungal origin [GO:0002238]; root development [GO:0048364]; shoot system development [GO:0048367]	aminophospholipid flippase activity [GO:0015247]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]	GO:0000139; GO:0000287; GO:0002237; GO:0002238; GO:0005524; GO:0005634; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0006893; GO:0008104; GO:0015247; GO:0016021; GO:0042742; GO:0045332; GO:0048194; GO:0048364; GO:0048367; GO:0050832; GO:0140326
