Trinity_ID	178	359	463	cluster	V2	uniprot_acc_ID	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN10407_c0_g1_i4	59	5	0	2	sp	Q91196	MX2_ONCMY	22.8	723	449	16	72	2231	19	635	1.6e-30	136.7	MX2_ONCMY	reviewed	Interferon-induced GTP-binding protein Mx2 (RBTMx2)	mx2	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	635	response to type I interferon [GO:0034340]	cytosol [GO:0005829]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; response to type I interferon [GO:0034340]	GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0003924; GO:0005525; GO:0005634; GO:0005829; GO:0034340
TRINITY_DN1667_c0_g1_i24	0	9	1	1	sp	P0A9Y8	CSPC_ECO57	63.4	71	24	2	65	277	1	69	4.4e-16	87.4	CSPC_ECO57	reviewed	Cold shock-like protein CspC (CSP-C)	cspC Z2868 ECs2533	Escherichia coli O157:H7	69		cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; DNA binding [GO:0003677]	DNA binding [GO:0003677]	GO:0003677; GO:0005737
TRINITY_DN27752_c0_g1_i2	92	45	0	2	sp	P54358	DPOD1_DROME	65.8	1035	331	8	377	3451	71	1092	0	1370.5	DPOD1_DROME	reviewed	DNA polymerase delta catalytic subunit (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-)	DNApol-delta DNApolD1 PolD CG5949	Drosophila melanogaster (Fruit fly)	1092	base-excision repair, gap-filling [GO:0006287]; DNA-dependent DNA replication [GO:0006261]; DNA replication proofreading [GO:0045004]; nucleotide-excision repair, DNA gap filling [GO:0006297]	delta DNA polymerase complex [GO:0043625]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	delta DNA polymerase complex [GO:0043625]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; 3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; base-excision repair, gap-filling [GO:0006287]; DNA replication proofreading [GO:0045004]; DNA-dependent DNA replication [GO:0006261]; nucleotide-excision repair, DNA gap filling [GO:0006297]	3'-5'-exodeoxyribonuclease activity [GO:0008296]; 4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0003677; GO:0003887; GO:0005634; GO:0005654; GO:0006261; GO:0006287; GO:0006297; GO:0008296; GO:0043625; GO:0045004; GO:0046872; GO:0051539
TRINITY_DN3693_c0_g1_i1	0	1	0	1	sp	Q7RTR2	NLRC3_HUMAN	31.2	416	285	1	2273	3517	642	1057	5.4e-53	211.8	NLRC3_HUMAN	reviewed	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	NLRC3 NOD3	Homo sapiens (Human)	1065	I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]; ATP binding [GO:0005524]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]	ATP binding [GO:0005524]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223
TRINITY_DN6834_c0_g1_i29	0	4	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8938_c0_g1_i4	0	3	0	1	sp	Q99383	HRP1_YEAST	26.9	212	93	6	723	1322	160	321	1.1e-13	80.1	HRP1_YEAST	reviewed	Nuclear polyadenylated RNA-binding protein 4 (Cleavage factor IB) (CFIB)	HRP1 NAB4 NAB5 YOL123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534	mRNA polyadenylation [GO:0006378]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; pre-mRNA cleavage required for polyadenylation [GO:0098789]; regulation of RNA metabolic process [GO:0051252]; response to DNA damage checkpoint signaling [GO:0072423]	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; mRNA cleavage factor complex [GO:0005849]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; mRNA polyadenylation [GO:0006378]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; pre-mRNA cleavage required for polyadenylation [GO:0098789]; regulation of RNA metabolic process [GO:0051252]; response to DNA damage checkpoint signaling [GO:0072423]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]	GO:0000184; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005849; GO:0006378; GO:0010494; GO:0051252; GO:0072423; GO:0098789; GO:1990904
TRINITY_DN3717_c0_g1_i6	0	1	0	1	sp	Q975X3	CDC61_SULTO	24.8	310	212	8	995	1879	16	319	6.5e-12	74.7	CDC61_SULTO	reviewed	ORC1-type DNA replication protein 1	cdc6-1 STK_03050	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii)	398	DNA replication [GO:0006260]		ATP binding [GO:0005524]; DNA replication [GO:0006260]	ATP binding [GO:0005524]	GO:0005524; GO:0006260
TRINITY_DN1517_c1_g1_i3	27	364	0	1	sp	Q99LE6	ABCF2_MOUSE	69	567	174	1	387	2087	59	623	1.7e-235	817.4	ABCF2_MOUSE	reviewed	ATP-binding cassette sub-family F member 2	Abcf2	Mus musculus (Mouse)	628		mitochondrion [GO:0005739]	mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005739; GO:0016887
TRINITY_DN303_c1_g1_i6	133	433	0	1	sp	P08648	ITA5_HUMAN	26.7	906	543	34	223	2802	50	880	7.7e-55	217.6	ITA5_HUMAN	reviewed	Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain]	ITGA5 FNRA	Homo sapiens (Human)	1049	angiogenesis [GO:0001525]; CD40 signaling pathway [GO:0023035]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion mediated by integrin [GO:0033631]; cell-substrate adhesion [GO:0031589]; cell-substrate junction assembly [GO:0007044]; endodermal cell differentiation [GO:0035987]; extracellular matrix organization [GO:0030198]; female pregnancy [GO:0007565]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; heterotypic cell-cell adhesion [GO:0034113]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte migration [GO:0050900]; memory [GO:0007613]; negative regulation of anoikis [GO:2000811]; positive regulation of cell migration [GO:0030335]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; wound healing, spreading of epidermal cells [GO:0035313]	alphav-beta3 integrin-vitronectin complex [GO:0071062]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; integrin alpha5-beta1 complex [GO:0034674]; integrin complex [GO:0008305]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; synapse [GO:0045202]	alphav-beta3 integrin-vitronectin complex [GO:0071062]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; integrin alpha5-beta1 complex [GO:0034674]; integrin complex [GO:0008305]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; synapse [GO:0045202]; epidermal growth factor receptor binding [GO:0005154]; integrin binding [GO:0005178]; metal ion binding [GO:0046872]; platelet-derived growth factor receptor binding [GO:0005161]; vascular endothelial growth factor receptor 2 binding [GO:0043184]; virus receptor activity [GO:0001618]; angiogenesis [GO:0001525]; CD40 signaling pathway [GO:0023035]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion mediated by integrin [GO:0033631]; cell-substrate adhesion [GO:0031589]; cell-substrate junction assembly [GO:0007044]; endodermal cell differentiation [GO:0035987]; extracellular matrix organization [GO:0030198]; female pregnancy [GO:0007565]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; heterotypic cell-cell adhesion [GO:0034113]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte migration [GO:0050900]; memory [GO:0007613]; negative regulation of anoikis [GO:2000811]; positive regulation of cell migration [GO:0030335]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of sprouting angiogenesis [GO:1903672]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; wound healing, spreading of epidermal cells [GO:0035313]	epidermal growth factor receptor binding [GO:0005154]; integrin binding [GO:0005178]; metal ion binding [GO:0046872]; platelet-derived growth factor receptor binding [GO:0005161]; vascular endothelial growth factor receptor 2 binding [GO:0043184]; virus receptor activity [GO:0001618]	GO:0001525; GO:0001618; GO:0001726; GO:0005154; GO:0005161; GO:0005178; GO:0005783; GO:0005794; GO:0005886; GO:0005925; GO:0007044; GO:0007155; GO:0007157; GO:0007159; GO:0007229; GO:0007565; GO:0007613; GO:0008305; GO:0009897; GO:0009986; GO:0010811; GO:0023035; GO:0030198; GO:0030335; GO:0030949; GO:0031410; GO:0031589; GO:0033627; GO:0033631; GO:0034113; GO:0034674; GO:0035313; GO:0035987; GO:0043184; GO:0045202; GO:0046872; GO:0050731; GO:0050900; GO:0071062; GO:1903672; GO:2000811
TRINITY_DN16670_c0_g1_i1	3	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN20032_c0_g1_i3	44	14	0	2	sp	Q9NYH9	UTP6_HUMAN	37.4	198	116	6	59	637	1	195	5.8e-26	120.9	UTP6_HUMAN	reviewed	U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein)	UTP6 C17orf40 HCA66 MHAT	Homo sapiens (Human)	597	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040]; snoRNA binding [GO:0030515]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; rRNA processing [GO:0006364]	snoRNA binding [GO:0030515]	GO:0000462; GO:0005654; GO:0005730; GO:0006364; GO:0030515; GO:0032040; GO:0034388
TRINITY_DN388_c0_g2_i2	6	2	1	2	sp	Q9D687	S6A19_MOUSE	27.8	507	326	11	174	1649	28	509	4.6e-50	201.8	S6A19_MOUSE	reviewed	Sodium-dependent neutral amino acid transporter B(0)AT1 (Solute carrier family 6 member 19) (System B(0) neutral amino acid transporter AT1)	Slc6a19 B0at1 Xt3	Mus musculus (Mouse)	634	neutral amino acid transport [GO:0015804]; response to nutrient [GO:0007584]	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; neutral amino acid transmembrane transporter activity [GO:0015175]; symporter activity [GO:0015293]; neutral amino acid transport [GO:0015804]; response to nutrient [GO:0007584]	neutral amino acid transmembrane transporter activity [GO:0015175]; symporter activity [GO:0015293]	GO:0005886; GO:0005887; GO:0007584; GO:0015175; GO:0015293; GO:0015804; GO:0016324; GO:0031526
TRINITY_DN12763_c0_g1_i3	1	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6598_c0_g1_i1	2598	3780	120	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17354_c0_g3_i1	31	15	0	2	sp	Q5KYR4	IOLA2_GEOKA	40.3	481	280	5	60	1484	5	484	1.6e-100	368.6	IOLA2_GEOKA	reviewed	Malonate-semialdehyde dehydrogenase 2 (MSA dehydrogenase 2) (EC 1.2.1.-) (Methylmalonate-semialdehyde dehydrogenase 2) (MMSA dehydrogenase 2) (MSDH 2) (EC 1.2.1.27)	iolA2 GK1887	Geobacillus kaustophilus (strain HTA426)	484	inositol catabolic process [GO:0019310]		malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]; inositol catabolic process [GO:0019310]	malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]	GO:0004491; GO:0018478; GO:0019310
TRINITY_DN22659_c0_g1_i2	1	30	0	1	sp	Q98930	SORL_CHICK	28.9	201	112	7	1553	2092	1099	1289	3.1e-12	76.3	SORL_CHICK	reviewed	Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA) (Fragment)	SORL1	Gallus gallus (Chicken)	1592	endocytosis [GO:0006897]; post-Golgi vesicle-mediated transport [GO:0006892]; protein retention in Golgi apparatus [GO:0045053]; protein targeting [GO:0006605]; protein targeting to lysosome [GO:0006622]	early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; multivesicular body [GO:0005771]; multivesicular body membrane [GO:0032585]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; transport vesicle membrane [GO:0030658]	early endosome [GO:0005769]; early endosome membrane [GO:0031901]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; multivesicular body [GO:0005771]; multivesicular body membrane [GO:0032585]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; transport vesicle membrane [GO:0030658]; endocytosis [GO:0006897]; post-Golgi vesicle-mediated transport [GO:0006892]; protein retention in Golgi apparatus [GO:0045053]; protein targeting [GO:0006605]; protein targeting to lysosome [GO:0006622]		GO:0000139; GO:0005576; GO:0005768; GO:0005769; GO:0005771; GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0006605; GO:0006622; GO:0006892; GO:0006897; GO:0016021; GO:0030658; GO:0031901; GO:0032585; GO:0045053; GO:0055038
TRINITY_DN1469_c0_g1_i13	5	4	0	2	sp	Q9TW32	PPIB_DICDI	75	168	42	0	113	616	30	197	9.9e-71	268.5	PPIB_DICDI	reviewed	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Rotamase B)	cypB cyp2 DDB_G0269120	Dictyostelium discoideum (Slime mold)	197	protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]	cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0000413; GO:0003755; GO:0005737; GO:0005783; GO:0006457; GO:0016018; GO:0043231
TRINITY_DN8911_c0_g1_i8	0	1	0	1	sp	P49366	DHYS_HUMAN	63.4	352	123	4	97	1143	10	358	1.6e-127	458	DHYS_HUMAN	reviewed	Deoxyhypusine synthase (DHS) (EC 2.5.1.46)	DHPS DS	Homo sapiens (Human)	369	peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]; positive regulation of cell population proliferation [GO:0008284]; spermidine metabolic process [GO:0008216]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; deoxyhypusine synthase activity [GO:0034038]; identical protein binding [GO:0042802]; peptidyl-lysine modification to peptidyl-hypusine [GO:0008612]; positive regulation of cell population proliferation [GO:0008284]; spermidine metabolic process [GO:0008216]; translation [GO:0006412]	deoxyhypusine synthase activity [GO:0034038]; identical protein binding [GO:0042802]	GO:0005737; GO:0005829; GO:0006412; GO:0008216; GO:0008284; GO:0008612; GO:0034038; GO:0042802
TRINITY_DN3101_c0_g1_i23	0	4	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19349_c0_g1_i5	6	2	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2847_c1_g1_i1	0	1	0	1	sp	Q7PC79	XPOT_ARATH	21.1	786	555	24	307	2529	55	820	1.2e-19	100.5	XPOT_ARATH	reviewed	Exportin-T (Exportin(tRNA)) (Protein PAUSED) (tRNA exportin)	PSD At1g72560 F28P22.25	Arabidopsis thaliana (Mouse-ear cress)	988	flower development [GO:0009908]; meristem initiation [GO:0010014]; tRNA export from nucleus [GO:0006409]; tRNA processing [GO:0008033]; tRNA re-export from nucleus [GO:0071528]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear matrix [GO:0016363]; nuclear pore [GO:0005643]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear matrix [GO:0016363]; nuclear pore [GO:0005643]; nuclear export signal receptor activity [GO:0005049]; Ran GTPase binding [GO:0008536]; tRNA binding [GO:0000049]; flower development [GO:0009908]; meristem initiation [GO:0010014]; tRNA export from nucleus [GO:0006409]; tRNA processing [GO:0008033]; tRNA re-export from nucleus [GO:0071528]	nuclear export signal receptor activity [GO:0005049]; Ran GTPase binding [GO:0008536]; tRNA binding [GO:0000049]	GO:0000049; GO:0005049; GO:0005643; GO:0005737; GO:0005829; GO:0006409; GO:0008033; GO:0008536; GO:0009908; GO:0010014; GO:0016363; GO:0071528
TRINITY_DN4104_c1_g1_i3	0	2	0	1	sp	Q5XJQ5	EXOS9_DANRE	37.1	318	183	5	97	999	13	330	7.4e-49	196.4	EXOS9_DANRE	reviewed	Exosome complex component RRP45 (Exosome component 9)	exosc9	Danio rerio (Zebrafish) (Brachydanio rerio)	393	exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; rRNA catabolic process [GO:0016075]; U1 snRNA 3'-end processing [GO:0034473]; U4 snRNA 3'-end processing [GO:0034475]; U5 snRNA 3'-end processing [GO:0034476]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; AU-rich element binding [GO:0017091]; exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; rRNA catabolic process [GO:0016075]; U1 snRNA 3'-end processing [GO:0034473]; U4 snRNA 3'-end processing [GO:0034475]; U5 snRNA 3'-end processing [GO:0034476]	AU-rich element binding [GO:0017091]	GO:0000176; GO:0000177; GO:0000467; GO:0005654; GO:0005730; GO:0016075; GO:0017091; GO:0034427; GO:0034473; GO:0034475; GO:0034476; GO:0043928; GO:0071028; GO:0071035; GO:0071038; GO:0071042
TRINITY_DN15756_c0_g1_i1	4	1	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16710_c2_g1_i15	0	31	2	1	sp	Q9VXY2	MADD_DROME	59.1	701	223	8	626	2719	1144	1783	3e-227	790	MADD_DROME	reviewed	MAP kinase-activating death domain protein (Rab3 guanyl-nucleotide exchange factor)	Rab3-GEF CG5627	Drosophila melanogaster (Fruit fly)	2084	activation of MAPK activity [GO:0000187]; apoptotic process [GO:0006915]; cytoskeletal matrix organization at active zone [GO:0048789]; neurotransmitter secretion [GO:0007269]; regulation of cell cycle [GO:0051726]; regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902041]; regulation of Rab protein signal transduction [GO:0032483]; vesicle-mediated transport [GO:0016192]	integral component of membrane [GO:0016021]; neuromuscular junction of somatic muscle [GO:0098527]; neuronal cell body [GO:0043025]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]	integral component of membrane [GO:0016021]; neuromuscular junction of somatic muscle [GO:0098527]; neuronal cell body [GO:0043025]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195]; Rab guanyl-nucleotide exchange factor activity [GO:0017112]; activation of MAPK activity [GO:0000187]; apoptotic process [GO:0006915]; cytoskeletal matrix organization at active zone [GO:0048789]; neurotransmitter secretion [GO:0007269]; regulation of cell cycle [GO:0051726]; regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902041]; regulation of Rab protein signal transduction [GO:0032483]; vesicle-mediated transport [GO:0016192]	Rab guanyl-nucleotide exchange factor activity [GO:0017112]	GO:0000187; GO:0006915; GO:0007269; GO:0008021; GO:0016021; GO:0016192; GO:0017112; GO:0032483; GO:0043025; GO:0043195; GO:0048789; GO:0051726; GO:0098527; GO:1902041
TRINITY_DN2798_c0_g1_i18	5740	1352	0	2	sp	Q92963	RIT1_HUMAN	61.1	190	73	1	145	711	22	211	2.5e-60	236.1	RIT1_HUMAN	reviewed	GTP-binding protein Rit1 (EC 3.6.5.2) (Ras-like protein expressed in many tissues) (Ras-like without CAAX protein 1)	RIT1 RIBB RIT ROC1	Homo sapiens (Human)	219	Ras protein signal transduction [GO:0007265]; signal transduction [GO:0007165]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; calmodulin binding [GO:0005516]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; Ras protein signal transduction [GO:0007265]; signal transduction [GO:0007165]	calmodulin binding [GO:0005516]; GDP binding [GO:0019003]; GTPase activity [GO:0003924]; GTP binding [GO:0005525]	GO:0003924; GO:0005516; GO:0005525; GO:0005886; GO:0007165; GO:0007265; GO:0019003
