Trinity_ID	380822	380823	380824	380825	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Gene.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN105280_c0_g1_i1	259	123	10	15	2	sp	P53777	MLP1_DROME	66.3	92	31	0	101	376	1	92	9.9e-31	136	MLP1_DROME	reviewed	Muscle LIM protein 1	Mlp60A LIM2 MLP1 CG3220	Drosophila melanogaster (Fruit fly)	92	actin cytoskeleton organization [GO:0030036]; cell differentiation [GO:0030154]; muscle organ development [GO:0007517]; muscle tissue development [GO:0060537]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Z disc [GO:0030018]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; Z disc [GO:0030018]; metal ion binding [GO:0046872]; actin cytoskeleton organization [GO:0030036]; cell differentiation [GO:0030154]; muscle organ development [GO:0007517]; muscle tissue development [GO:0060537]	metal ion binding [GO:0046872]	GO:0005634; GO:0005737; GO:0007517; GO:0030018; GO:0030036; GO:0030154; GO:0046872; GO:0060537
TRINITY_DN1055_c3_g1_i24	0	0	111	79	1	sp	Q96ST3	SIN3A_HUMAN	57.5	884	232	10	1211	3832	87	836	4.9e-220	766.9	SIN3A_HUMAN	reviewed	Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)	SIN3A	Homo sapiens (Human)	1273	activation of innate immune response [GO:0002218]; aging [GO:0007568]; cellular protein localization [GO:0034613]; cellular response to dopamine [GO:1903351]; cellular response to glucose stimulus [GO:0071333]; cerebral cortex neuron differentiation [GO:0021895]; DNA replication [GO:0006260]; hematopoietic progenitor cell differentiation [GO:0002244]; histone deacetylation [GO:0016575]; in utero embryonic development [GO:0001701]; negative regulation of apoptotic process [GO:0043066]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of histone H3-K27 acetylation [GO:1901675]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; positive regulation of chromatin silencing [GO:0031937]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein deacetylation [GO:0006476]; regulation of axon extension [GO:0030516]; regulation of hormone levels [GO:0010817]; regulation of lipid metabolic process [GO:0019216]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619]; response to methylglyoxal [GO:0051595]; rhythmic process [GO:0048511]	chromatin [GO:0000785]; histone deacetylase complex [GO:0000118]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Sin3 complex [GO:0016580]; transcription repressor complex [GO:0017053]	chromatin [GO:0000785]; histone deacetylase complex [GO:0000118]; kinetochore [GO:0000776]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Sin3 complex [GO:0016580]; transcription repressor complex [GO:0017053]; chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor inhibitor activity [GO:0140416]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription corepressor activity [GO:0003714]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; activation of innate immune response [GO:0002218]; aging [GO:0007568]; cellular protein localization [GO:0034613]; cellular response to dopamine [GO:1903351]; cellular response to glucose stimulus [GO:0071333]; cerebral cortex neuron differentiation [GO:0021895]; DNA replication [GO:0006260]; hematopoietic progenitor cell differentiation [GO:0002244]; histone deacetylation [GO:0016575]; in utero embryonic development [GO:0001701]; negative regulation of apoptotic process [GO:0043066]; negative regulation of circadian rhythm [GO:0042754]; negative regulation of histone H3-K27 acetylation [GO:1901675]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of chromatin silencing [GO:0031937]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein deacetylation [GO:0006476]; regulation of axon extension [GO:0030516]; regulation of hormone levels [GO:0010817]; regulation of lipid metabolic process [GO:0019216]; regulation of megakaryocyte differentiation [GO:0045652]; regulation of transcription from RNA polymerase II promoter in response to oxidative stress [GO:0043619]; response to methylglyoxal [GO:0051595]; rhythmic process [GO:0048511]	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor inhibitor activity [GO:0140416]; protein-containing complex binding [GO:0044877]; RNA binding [GO:0003723]; RNA polymerase II activating transcription factor binding [GO:0001102]; RNA polymerase II repressing transcription factor binding [GO:0001103]; transcription corepressor activity [GO:0003714]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000118; GO:0000122; GO:0000776; GO:0000785; GO:0000976; GO:0001102; GO:0001103; GO:0001701; GO:0002218; GO:0002230; GO:0002244; GO:0003682; GO:0003700; GO:0003714; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006260; GO:0006476; GO:0007568; GO:0010817; GO:0010971; GO:0016575; GO:0016580; GO:0017053; GO:0019216; GO:0021895; GO:0030516; GO:0031937; GO:0034613; GO:0042754; GO:0043066; GO:0043619; GO:0044877; GO:0045652; GO:0045666; GO:0045892; GO:0045944; GO:0048511; GO:0051595; GO:0071333; GO:0140416; GO:1900181; GO:1901675; GO:1903351; GO:2000678
TRINITY_DN8902_c0_g1_i3	186	118	0	0	2	sp	Q3T0X5	PSA1_BOVIN	67.8	242	78	0	166	891	1	242	2e-91	337.8	PSA1_BOVIN	reviewed	Proteasome subunit alpha type-1 (EC 3.4.25.1)	PSMA1	Bos taurus (Bovine)	263	immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]; endopeptidase activity [GO:0004175]; lipopolysaccharide binding [GO:0001530]; threonine-type endopeptidase activity [GO:0004298]; immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	endopeptidase activity [GO:0004175]; lipopolysaccharide binding [GO:0001530]; threonine-type endopeptidase activity [GO:0004298]	GO:0001530; GO:0002376; GO:0002862; GO:0004175; GO:0004298; GO:0005634; GO:0005654; GO:0005737; GO:0005813; GO:0005839; GO:0010498; GO:0010499; GO:0019773; GO:0043161
TRINITY_DN27990_c0_g1_i5	30	108	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN15422_c0_g1_i4	62	137	1	0	4	sp	O95319	CELF2_HUMAN	55.2	533	170	11	920	2485	34	508	5.5e-99	365.2	CELF2_HUMAN	reviewed	CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (Neuroblastoma apoptosis-related RNA-binding protein) (hNAPOR) (RNA-binding protein BRUNOL-3)	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR	Homo sapiens (Human)	508	mRNA splice site selection [GO:0006376]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of heart contraction [GO:0008016]; RNA processing [GO:0006396]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]; mRNA splice site selection [GO:0006376]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of heart contraction [GO:0008016]; RNA processing [GO:0006396]	mRNA binding [GO:0003729]; pre-mRNA binding [GO:0036002]; RNA binding [GO:0003723]	GO:0000381; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0006376; GO:0006396; GO:0008016; GO:0036002; GO:1990904
TRINITY_DN23_c2_g1_i9	159	234	839	909	1	sp	Q8BZ20	PAR12_MOUSE	25	585	331	18	18	1688	184	688	7e-38	160.6	PAR12_MOUSE	reviewed	Protein mono-ADP-ribosyltransferase PARP12 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 12) (ARTD12) (Poly [ADP-ribose] polymerase 12) (PARP-12) (Zinc finger CCCH domain-containing protein 1)	Parp12 Zc3hdc1	Mus musculus (Mouse)	711	protein auto-ADP-ribosylation [GO:0070213]; protein mono-ADP-ribosylation [GO:0140289]	nucleus [GO:0005634]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; protein ADP-ribosylase activity [GO:1990404]; protein auto-ADP-ribosylation [GO:0070213]; protein mono-ADP-ribosylation [GO:0140289]	metal ion binding [GO:0046872]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; protein ADP-ribosylase activity [GO:1990404]	GO:0003950; GO:0005634; GO:0046872; GO:0070213; GO:0140289; GO:1990404
TRINITY_DN20770_c1_g1_i1	0	6	14	561	3	sp	Q9ULD5	ZN777_HUMAN	37	138	85	2	514	924	692	828	3.4e-21	104	ZN777_HUMAN	reviewed	Zinc finger protein 777	ZNF777 KIAA1285	Homo sapiens (Human)	831	regulation of transcription, DNA-templated [GO:0006355]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005634; GO:0006355; GO:0046872
TRINITY_DN9515_c0_g1_i5	247	35	6	2	2	sp	P30163	ACT2_ONCVO	93.1	376	26	0	44	1171	1	376	3.3e-208	725.7	ACT2_ONCVO	reviewed	Actin-2	act-2b	Onchocerca volvulus	376		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856
TRINITY_DN1080_c1_g1_i4	23	0	255	112	1	sp	E1C1R4	UBP47_CHICK	43.4	369	191	7	448	1542	1011	1365	6.1e-82	307.4	UBP47_CHICK	reviewed	Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)	USP47	Gallus gallus (Chicken)	1375	base-excision repair [GO:0006284]; cellular response to DNA damage stimulus [GO:0006974]; monoubiquitinated protein deubiquitination [GO:0035520]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; base-excision repair [GO:0006284]; cellular response to DNA damage stimulus [GO:0006974]; monoubiquitinated protein deubiquitination [GO:0035520]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]	cysteine-type endopeptidase activity [GO:0004197]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]	GO:0004197; GO:0004843; GO:0005634; GO:0005737; GO:0005829; GO:0006284; GO:0006511; GO:0006974; GO:0016579; GO:0035520
TRINITY_DN1736_c1_g1_i1	75	213	0	22	4	sp	O97159	CHDM_DROME	66.2	1955	507	21	542	6226	121	1982	0	1894.4	CHDM_DROME	reviewed	Chromodomain-helicase-DNA-binding protein Mi-2 homolog (EC 3.6.4.12) (ATP-dependent helicase Mi-2) (dMi-2)	Mi-2 CG8103	Drosophila melanogaster (Fruit fly)	1982	ATP-dependent chromatin remodeling [GO:0043044]; chromosome condensation [GO:0030261]; chromosome decondensation [GO:0051312]; chromosome organization [GO:0051276]; negative regulation of cohesin loading [GO:0071923]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome mobilization [GO:0042766]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]	cytosol [GO:0005829]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; polytene chromosome [GO:0005700]; transcriptionally active chromatin [GO:0035327]	cytosol [GO:0005829]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; polytene chromosome [GO:0005700]; transcriptionally active chromatin [GO:0035327]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; nucleosome binding [GO:0031491]; nucleosome-dependent ATPase activity [GO:0070615]; zinc ion binding [GO:0008270]; ATP-dependent chromatin remodeling [GO:0043044]; chromosome condensation [GO:0030261]; chromosome decondensation [GO:0051312]; chromosome organization [GO:0051276]; negative regulation of cohesin loading [GO:0071923]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleosome mobilization [GO:0042766]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; nucleosome binding [GO:0031491]; nucleosome-dependent ATPase activity [GO:0070615]; zinc ion binding [GO:0008270]	GO:0000122; GO:0003677; GO:0003678; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005700; GO:0005829; GO:0006357; GO:0007283; GO:0008270; GO:0016581; GO:0016887; GO:0030261; GO:0031491; GO:0035327; GO:0042766; GO:0043044; GO:0045892; GO:0051276; GO:0051312; GO:0070615; GO:0071923
TRINITY_DN33269_c0_g1_i3	0	0	92	148	3	sp	Q9GKX6	GALM_PIG	45.8	354	178	8	294	1352	1	341	8e-83	310.1	GALM_PIG	reviewed	Galactose mutarotase (EC 5.1.3.3) (Aldose 1-epimerase)	GALM	Sus scrofa (Pig)	342	galactose catabolic process via UDP-galactose [GO:0033499]; glucose metabolic process [GO:0006006]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; galactose catabolic process via UDP-galactose [GO:0033499]; glucose metabolic process [GO:0006006]	aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]	GO:0004034; GO:0005737; GO:0006006; GO:0030246; GO:0033499
TRINITY_DN269_c2_g2_i2	419	361	73	69	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3644_c0_g1_i3	266	83	6	11	2	sp	P05547	TNNI_ASTLP	60	100	40	0	360	659	74	173	6.9e-25	116.7	TNNI_ASTLP	reviewed	Troponin I (TnI)		Astacus leptodactylus (Turkish narrow-clawed crayfish) (Pontastacus leptodactylus)	201		troponin complex [GO:0005861]	troponin complex [GO:0005861]; actin binding [GO:0003779]; metal ion binding [GO:0046872]	actin binding [GO:0003779]; metal ion binding [GO:0046872]	GO:0003779; GO:0005861; GO:0046872
TRINITY_DN15508_c0_g1_i3	73	69	0	0	2	sp	Q14586	ZN267_HUMAN	35.4	260	157	7	264	1034	487	738	6.1e-40	167.5	ZN267_HUMAN	reviewed	Zinc finger protein 267 (Zinc finger protein HZF2)	ZNF267	Homo sapiens (Human)	743	multicellular organism development [GO:0007275]	nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; multicellular organism development [GO:0007275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]	GO:0003677; GO:0003700; GO:0005634; GO:0007275; GO:0046872
TRINITY_DN12600_c0_g1_i2	0	0	108	109	1	sp	Q8VHC8	MA2B1_CAVPO	48.1	1023	465	21	304	3336	34	1002	1.7e-252	874.4	MA2B1_CAVPO	reviewed	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B)	MAN2B1 MANB	Cavia porcellus (Guinea pig)	1007	mannose metabolic process [GO:0006013]	lysosome [GO:0005764]	lysosome [GO:0005764]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; mannose metabolic process [GO:0006013]	alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]	GO:0004559; GO:0005764; GO:0006013; GO:0030246; GO:0046872
TRINITY_DN1091_c0_g1_i16	182	50	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN276_c2_g2_i8	0	11	155	151	1	sp	Q9DBY1	SYVN1_MOUSE	73.6	326	85	1	804	1778	10	335	1e-136	489.6	SYVN1_MOUSE	reviewed	E3 ubiquitin-protein ligase synoviolin (EC 2.3.2.27) (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)	Syvn1 Hrd1 Kiaa1810	Mus musculus (Mouse)	612	ERAD pathway [GO:0036503]; immature B cell differentiation [GO:0002327]; in utero embryonic development [GO:0001701]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; protein catabolic process [GO:0030163]; protein K48-linked ubiquitination [GO:0070936]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]	Derlin-1 retrotranslocation complex [GO:0036513]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; smooth endoplasmic reticulum [GO:0005790]; ubiquitin ligase complex [GO:0000151]	Derlin-1 retrotranslocation complex [GO:0036513]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; Hrd1p ubiquitin ligase ERAD-L complex [GO:0000839]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; smooth endoplasmic reticulum [GO:0005790]; ubiquitin ligase complex [GO:0000151]; ATPase binding [GO:0051117]; chaperone binding [GO:0051087]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-specific protease binding [GO:1990381]; unfolded protein binding [GO:0051082]; ERAD pathway [GO:0036503]; immature B cell differentiation [GO:0002327]; in utero embryonic development [GO:0001701]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; protein catabolic process [GO:0030163]; protein K48-linked ubiquitination [GO:0070936]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; response to unfolded protein [GO:0006986]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]	ATPase binding [GO:0051117]; chaperone binding [GO:0051087]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-specific protease binding [GO:1990381]; unfolded protein binding [GO:0051082]	GO:0000151; GO:0000839; GO:0001701; GO:0002327; GO:0005654; GO:0005783; GO:0005790; GO:0006511; GO:0006986; GO:0012505; GO:0016021; GO:0016567; GO:0030163; GO:0030433; GO:0030970; GO:0036503; GO:0036513; GO:0046872; GO:0050821; GO:0051082; GO:0051087; GO:0051117; GO:0061630; GO:0070936; GO:1902236; GO:1990381
TRINITY_DN3844_c0_g1_i29	0	101	279	416	3	sp	Q95TJ9	CYCG_DROME	34.9	327	187	6	656	1606	239	549	1.9e-40	170.6	CYCG_DROME	reviewed	Cyclin G	CycG CG11525	Drosophila melanogaster (Fruit fly)	566	cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; mitotic cell cycle phase transition [GO:0044772]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of growth [GO:0045927]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]; protein phosphatase inhibitor activity [GO:0004864]; cell division [GO:0051301]; double-strand break repair [GO:0006302]; epithelium development [GO:0060429]; female meiotic nuclear division [GO:0007143]; meiotic DNA repair synthesis [GO:0000711]; mitotic cell cycle phase transition [GO:0044772]; multicellular organism development [GO:0007275]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of Notch signaling pathway [GO:0045746]; positive regulation of growth [GO:0045927]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; DNA binding [GO:0003677]; protein phosphatase inhibitor activity [GO:0004864]	GO:0000079; GO:0000307; GO:0000711; GO:0003677; GO:0004864; GO:0005634; GO:0005700; GO:0005737; GO:0006302; GO:0007143; GO:0007275; GO:0016538; GO:0044772; GO:0045746; GO:0045927; GO:0046628; GO:0051301; GO:0051897; GO:0060429; GO:2000134
TRINITY_DN3668_c0_g1_i7	21	19	277	322	1	sp	Q5T4S7	UBR4_HUMAN	51.9	3158	1319	38	621	9890	2157	5183	0	2784.2	UBR4_HUMAN	reviewed	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600) (p600) (Zinc finger UBR1-type protein 1)	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1	Homo sapiens (Human)	5183	neutrophil degranulation [GO:0043312]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral process [GO:0016032]	centrosome [GO:0005813]; cytosol [GO:0005829]; ficolin-1-rich granule membrane [GO:0101003]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]	centrosome [GO:0005813]; cytosol [GO:0005829]; ficolin-1-rich granule membrane [GO:0101003]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]; calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; neutrophil degranulation [GO:0043312]; ubiquitin-dependent protein catabolic process [GO:0006511]; viral process [GO:0016032]	calmodulin binding [GO:0005516]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	GO:0004842; GO:0005516; GO:0005654; GO:0005813; GO:0005829; GO:0005886; GO:0006511; GO:0008270; GO:0016020; GO:0016021; GO:0016032; GO:0035579; GO:0043312; GO:0061630; GO:0070821; GO:0101003
TRINITY_DN1736_c1_g1_i23	15	0	157	162	1	sp	O97159	CHDM_DROME	66.9	1939	510	19	542	6196	121	1982	0	1906	CHDM_DROME	reviewed	Chromodomain-helicase-DNA-binding protein Mi-2 homolog (EC 3.6.4.12) (ATP-dependent helicase Mi-2) (dMi-2)	Mi-2 CG8103	Drosophila melanogaster (Fruit fly)	1982	ATP-dependent chromatin remodeling [GO:0043044]; chromosome condensation [GO:0030261]; chromosome decondensation [GO:0051312]; chromosome organization [GO:0051276]; negative regulation of cohesin loading [GO:0071923]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome mobilization [GO:0042766]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]	cytosol [GO:0005829]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; polytene chromosome [GO:0005700]; transcriptionally active chromatin [GO:0035327]	cytosol [GO:0005829]; nucleus [GO:0005634]; NuRD complex [GO:0016581]; polytene chromosome [GO:0005700]; transcriptionally active chromatin [GO:0035327]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; nucleosome binding [GO:0031491]; nucleosome-dependent ATPase activity [GO:0070615]; zinc ion binding [GO:0008270]; ATP-dependent chromatin remodeling [GO:0043044]; chromosome condensation [GO:0030261]; chromosome decondensation [GO:0051312]; chromosome organization [GO:0051276]; negative regulation of cohesin loading [GO:0071923]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; nucleosome mobilization [GO:0042766]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; helicase activity [GO:0004386]; nucleosome binding [GO:0031491]; nucleosome-dependent ATPase activity [GO:0070615]; zinc ion binding [GO:0008270]	GO:0000122; GO:0003677; GO:0003678; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005700; GO:0005829; GO:0006357; GO:0007283; GO:0008270; GO:0016581; GO:0016887; GO:0030261; GO:0031491; GO:0035327; GO:0042766; GO:0043044; GO:0045892; GO:0051276; GO:0051312; GO:0070615; GO:0071923
