Trinity_ID	178	359	463	cluster	swissprot	uniprot_acc_ID	gene_id	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry.name	Status	Protein.names	Geme.names	Organism	Length	Gene.ontology.biological.process	Gene.ontology.cellular.component	Gene.ontology.GO	Gene.ontology.molecular.function	Gene.ontology.IDs
TRINITY_DN1863_c0_g1_i19	4	13	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN104405_c3_g1_i1	157742	87058	131	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN424_c0_g1_i20	0	0	60	4	sp	Q3BAI2	YCX91_PHAAO	58.7	63	26	0	2031	1843	1	63	4.1e-11	72	YCX91_PHAAO	reviewed	Uncharacterized protein ORF91		Phalaenopsis aphrodite subsp. formosana (Moth orchid)	91		chloroplast [GO:0009507]	chloroplast [GO:0009507]		GO:0009507
TRINITY_DN476_c0_g1_i1	0	3	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN105895_c0_g1_i1	5	1	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN48389_c0_g2_i1	8	4	0	3	sp	A5DW14	PABP_LODEL	23.1	364	222	10	40	1119	157	466	1.8e-14	82.8	PABP_LODEL	reviewed	Polyadenylate-binding protein, cytoplasmic and nuclear (PABP) (Poly(A)-binding protein) (Polyadenylate tail-binding protein)	PAB1 LELG_01550	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus)	661	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060211]; regulation of translational initiation [GO:0006446]	cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]; ribosome [GO:0005840]	cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]; ribosome [GO:0005840]; poly(A) binding [GO:0008143]; promoter-specific chromatin binding [GO:1990841]; protein kinase A catalytic subunit binding [GO:0034236]; ribonuclease inhibitor activity [GO:0008428]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060211]; regulation of translational initiation [GO:0006446]	poly(A) binding [GO:0008143]; promoter-specific chromatin binding [GO:1990841]; protein kinase A catalytic subunit binding [GO:0034236]; ribonuclease inhibitor activity [GO:0008428]	GO:0005634; GO:0005840; GO:0006397; GO:0006446; GO:0008143; GO:0008428; GO:0010494; GO:0034236; GO:0051028; GO:0060211; GO:1990841
TRINITY_DN4435_c0_g1_i7	141	4	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1678_c0_g1_i13	3	1	0	3	sp	Q3T0U2	RL14_BOVIN	35.4	127	82	0	36	416	2	128	3e-19	97.1	RL14_BOVIN	reviewed	60S ribosomal protein L14	RPL14	Bos taurus (Bovine)	214	ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	cytosolic large ribosomal subunit [GO:0022625]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit biogenesis [GO:0042273]; translation [GO:0006412]	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0042273
TRINITY_DN4655_c0_g1_i16	9	40	17	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6834_c0_g1_i29	0	4	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1517_c1_g1_i3	27	364	0	2	sp	Q99LE6	ABCF2_MOUSE	69	567	174	1	387	2087	59	623	1.7e-235	817.4	ABCF2_MOUSE	reviewed	ATP-binding cassette sub-family F member 2	Abcf2	Mus musculus (Mouse)	628		mitochondrion [GO:0005739]	mitochondrion [GO:0005739]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]	GO:0005524; GO:0005739; GO:0016887
TRINITY_DN6598_c0_g1_i1	2598	3780	120	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17354_c0_g3_i1	31	15	0	3	sp	Q5KYR4	IOLA2_GEOKA	40.3	481	280	5	60	1484	5	484	1.6e-100	368.6	IOLA2_GEOKA	reviewed	Malonate-semialdehyde dehydrogenase 2 (MSA dehydrogenase 2) (EC 1.2.1.-) (Methylmalonate-semialdehyde dehydrogenase 2) (MMSA dehydrogenase 2) (MSDH 2) (EC 1.2.1.27)	iolA2 GK1887	Geobacillus kaustophilus (strain HTA426)	484	inositol catabolic process [GO:0019310]		malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]; inositol catabolic process [GO:0019310]	malonate-semialdehyde dehydrogenase (acetylating) activity [GO:0018478]; methylmalonate-semialdehyde dehydrogenase (acylating) activity [GO:0004491]	GO:0004491; GO:0018478; GO:0019310
TRINITY_DN57501_c0_g1_i2	49	64	0	1	sp	P98164	LRP2_HUMAN	37.8	4708	2571	110	53	13579	28	4575	0	3059.2	LRP2_HUMAN	reviewed	Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)	LRP2	Homo sapiens (Human)	4655	amyloid-beta clearance [GO:0097242]; aorta development [GO:0035904]; cell population proliferation [GO:0008283]; cellular response to growth factor stimulus [GO:0071363]; coronary artery morphogenesis [GO:0060982]; endocytosis [GO:0006897]; folate import across plasma membrane [GO:1904447]; forebrain development [GO:0030900]; lipid metabolic process [GO:0006629]; male gonad development [GO:0008584]; membrane organization [GO:0061024]; metal ion transport [GO:0030001]; negative regulation of apoptotic process [GO:0043066]; negative regulation of BMP signaling pathway [GO:0030514]; neural tube closure [GO:0001843]; neuron projection arborization [GO:0140058]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of lysosomal protein catabolic process [GO:1905167]; positive regulation of neurogenesis [GO:0050769]; positive regulation of oligodendrocyte progenitor proliferation [GO:0070447]; positive regulation of protein kinase B signaling [GO:0051897]; protein transport [GO:0015031]; pulmonary artery morphogenesis [GO:0061156]; receptor-mediated endocytosis [GO:0006898]; response to leptin [GO:0044321]; retinoid metabolic process [GO:0001523]; secondary heart field specification [GO:0003139]; sensory perception of sound [GO:0007605]; transcytosis [GO:0045056]; transport across blood-brain barrier [GO:0150104]; vagina development [GO:0060068]; ventricular compact myocardium morphogenesis [GO:0003223]; ventricular septum development [GO:0003281]; vitamin D metabolic process [GO:0042359]	apical plasma membrane [GO:0016324]; axon [GO:0030424]; brush border membrane [GO:0031526]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle membrane [GO:0030665]; dendrite [GO:0030425]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; endosome lumen [GO:0031904]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	apical plasma membrane [GO:0016324]; axon [GO:0030424]; brush border membrane [GO:0031526]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle membrane [GO:0030665]; dendrite [GO:0030425]; endocytic vesicle [GO:0030139]; endoplasmic reticulum [GO:0005783]; endosome lumen [GO:0031904]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; calcium ion binding [GO:0005509]; chaperone binding [GO:0051087]; drug binding [GO:0008144]; insulin-like growth factor I binding [GO:0031994]; protein transporter activity [GO:0140318]; SH3 domain binding [GO:0017124]; amyloid-beta clearance [GO:0097242]; aorta development [GO:0035904]; cell population proliferation [GO:0008283]; cellular response to growth factor stimulus [GO:0071363]; coronary artery morphogenesis [GO:0060982]; endocytosis [GO:0006897]; folate import across plasma membrane [GO:1904447]; forebrain development [GO:0030900]; lipid metabolic process [GO:0006629]; male gonad development [GO:0008584]; membrane organization [GO:0061024]; metal ion transport [GO:0030001]; negative regulation of apoptotic process [GO:0043066]; negative regulation of BMP signaling pathway [GO:0030514]; neural tube closure [GO:0001843]; neuron projection arborization [GO:0140058]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of lysosomal protein catabolic process [GO:1905167]; positive regulation of neurogenesis [GO:0050769]; positive regulation of oligodendrocyte progenitor proliferation [GO:0070447]; positive regulation of protein kinase B signaling [GO:0051897]; protein transport [GO:0015031]; pulmonary artery morphogenesis [GO:0061156]; receptor-mediated endocytosis [GO:0006898]; response to leptin [GO:0044321]; retinoid metabolic process [GO:0001523]; secondary heart field specification [GO:0003139]; sensory perception of sound [GO:0007605]; transcytosis [GO:0045056]; transport across blood-brain barrier [GO:0150104]; vagina development [GO:0060068]; ventricular compact myocardium morphogenesis [GO:0003223]; ventricular septum development [GO:0003281]; vitamin D metabolic process [GO:0042359]	calcium ion binding [GO:0005509]; chaperone binding [GO:0051087]; drug binding [GO:0008144]; insulin-like growth factor I binding [GO:0031994]; protein transporter activity [GO:0140318]; SH3 domain binding [GO:0017124]	GO:0001523; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0003281; GO:0005509; GO:0005764; GO:0005765; GO:0005783; GO:0005794; GO:0005886; GO:0005905; GO:0006629; GO:0006897; GO:0006898; GO:0007605; GO:0008144; GO:0008283; GO:0008584; GO:0009897; GO:0015031; GO:0016021; GO:0016324; GO:0017124; GO:0030001; GO:0030139; GO:0030424; GO:0030425; GO:0030514; GO:0030665; GO:0030900; GO:0031526; GO:0031904; GO:0031994; GO:0035904; GO:0042359; GO:0043066; GO:0043235; GO:0044321; GO:0045056; GO:0050769; GO:0051087; GO:0051897; GO:0060068; GO:0060982; GO:0061024; GO:0061156; GO:0070062; GO:0070447; GO:0071363; GO:0097242; GO:0140058; GO:0140318; GO:0150104; GO:1904447; GO:1905167
TRINITY_DN2847_c1_g1_i1	0	1	0	2	sp	Q7PC79	XPOT_ARATH	21.1	786	555	24	307	2529	55	820	1.2e-19	100.5	XPOT_ARATH	reviewed	Exportin-T (Exportin(tRNA)) (Protein PAUSED) (tRNA exportin)	PSD At1g72560 F28P22.25	Arabidopsis thaliana (Mouse-ear cress)	988	flower development [GO:0009908]; meristem initiation [GO:0010014]; tRNA export from nucleus [GO:0006409]; tRNA processing [GO:0008033]; tRNA re-export from nucleus [GO:0071528]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear matrix [GO:0016363]; nuclear pore [GO:0005643]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear matrix [GO:0016363]; nuclear pore [GO:0005643]; nuclear export signal receptor activity [GO:0005049]; Ran GTPase binding [GO:0008536]; tRNA binding [GO:0000049]; flower development [GO:0009908]; meristem initiation [GO:0010014]; tRNA export from nucleus [GO:0006409]; tRNA processing [GO:0008033]; tRNA re-export from nucleus [GO:0071528]	nuclear export signal receptor activity [GO:0005049]; Ran GTPase binding [GO:0008536]; tRNA binding [GO:0000049]	GO:0000049; GO:0005049; GO:0005643; GO:0005737; GO:0005829; GO:0006409; GO:0008033; GO:0008536; GO:0009908; GO:0010014; GO:0016363; GO:0071528
TRINITY_DN4104_c1_g1_i3	0	2	0	2	sp	Q5XJQ5	EXOS9_DANRE	37.1	318	183	5	97	999	13	330	7.4e-49	196.4	EXOS9_DANRE	reviewed	Exosome complex component RRP45 (Exosome component 9)	exosc9	Danio rerio (Zebrafish) (Brachydanio rerio)	393	exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; rRNA catabolic process [GO:0016075]; U1 snRNA 3'-end processing [GO:0034473]; U4 snRNA 3'-end processing [GO:0034475]; U5 snRNA 3'-end processing [GO:0034476]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; AU-rich element binding [GO:0017091]; exonucleolytic catabolism of deadenylated mRNA [GO:0043928]; exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; nuclear mRNA surveillance [GO:0071028]; nuclear polyadenylation-dependent mRNA catabolic process [GO:0071042]; nuclear polyadenylation-dependent rRNA catabolic process [GO:0071035]; nuclear polyadenylation-dependent tRNA catabolic process [GO:0071038]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; rRNA catabolic process [GO:0016075]; U1 snRNA 3'-end processing [GO:0034473]; U4 snRNA 3'-end processing [GO:0034475]; U5 snRNA 3'-end processing [GO:0034476]	AU-rich element binding [GO:0017091]	GO:0000176; GO:0000177; GO:0000467; GO:0005654; GO:0005730; GO:0016075; GO:0017091; GO:0034427; GO:0034473; GO:0034475; GO:0034476; GO:0043928; GO:0071028; GO:0071035; GO:0071038; GO:0071042
TRINITY_DN101360_c1_g1_i1	2	6	0	2	sp	Q4HXF6	PPID_GIBZE	57	172	68	4	167	682	14	179	4.8e-49	196.4	PPID_GIBZE	reviewed	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (Rotamase D)	CPR6 FGRRES_10352 FGSG_10352	Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) (Wheat head blight fungus) (Fusarium graminearum)	372	protein folding [GO:0006457]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755; GO:0005737; GO:0006457
TRINITY_DN1961_c0_g1_i22	22	2	0	3	sp	P0CS09	TRM61_CRYNB	47.2	235	119	3	68	766	14	245	5.6e-55	216.5	TRM61_CRYNB	reviewed	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase subunit TRM61) (tRNA(m1A58)MTase subunit TRM61)	TRM61 CNBL1390	Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans)	433		nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]	nucleus [GO:0005634]; tRNA (m1A) methyltransferase complex [GO:0031515]; tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]	tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]	GO:0005634; GO:0016429; GO:0031515
TRINITY_DN33929_c2_g2_i2	9	54	18	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7721_c0_g2_i1	25	0	1	3	sp	Q5I0G4	GARS_RAT	45.2	633	326	8	106	1986	96	713	1e-155	552	GARS_RAT	reviewed	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1)	Gars1 Gars	Rattus norvegicus (Rat)	728	diadenosine tetraphosphate biosynthetic process [GO:0015966]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]; tRNA aminoacylation for protein translation [GO:0006418]	axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; secretory granule [GO:0030141]	axon [GO:0030424]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; secretory granule [GO:0030141]; ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity [GO:0004081]; glycine-tRNA ligase activity [GO:0004820]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; transferase activity [GO:0016740]; diadenosine tetraphosphate biosynthetic process [GO:0015966]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]; tRNA aminoacylation for protein translation [GO:0006418]	ATP binding [GO:0005524]; bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity [GO:0004081]; glycine-tRNA ligase activity [GO:0004820]; identical protein binding [GO:0042802]; protein dimerization activity [GO:0046983]; transferase activity [GO:0016740]	GO:0004081; GO:0004820; GO:0005524; GO:0005737; GO:0005739; GO:0006418; GO:0006426; GO:0015966; GO:0016740; GO:0030141; GO:0030424; GO:0042802; GO:0046983; GO:0070062; GO:0070150
TRINITY_DN17340_c0_g1_i18	17	3	0	3	sp	P16100	IDH_AZOVI	57.7	737	298	5	150	2339	5	734	6.6e-243	842	IDH_AZOVI	reviewed	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	icd	Azotobacter vinelandii	741	glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; metal ion binding [GO:0046872]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	isocitrate dehydrogenase (NADP+) activity [GO:0004450]; metal ion binding [GO:0046872]	GO:0004450; GO:0005737; GO:0006097; GO:0006099; GO:0046872
TRINITY_DN173_c0_g1_i4	97	27	0	3	sp	P31007	DLG1_DROME	60.9	778	238	12	155	2323	204	970	2.6e-251	870.9	DLG1_DROME	reviewed	Disks large 1 tumor suppressor protein	dlg1 l(1)dlg1 CG1725	Drosophila melanogaster (Fruit fly)	970	anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell-cell adhesion [GO:0098609]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type Ib terminal bouton [GO:0061176]; type I terminal bouton [GO:0061174]	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; leading edge membrane [GO:0031256]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type I terminal bouton [GO:0061174]; type Ib terminal bouton [GO:0061176]; guanylate kinase activity [GO:0004385]; anterior/posterior axis specification, follicular epithelium [GO:0030714]; asymmetric protein localization involved in cell fate determination [GO:0045167]; basal protein localization [GO:0045175]; behavioral response to ethanol [GO:0048149]; cell fate commitment involved in pattern specification [GO:0060581]; cell fate specification [GO:0001708]; cell-cell adhesion [GO:0098609]; chemical synaptic transmission [GO:0007268]; dorsal closure [GO:0007391]; establishment of mitotic spindle orientation [GO:0000132]; establishment of spindle orientation [GO:0051294]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; establishment or maintenance of polarity of follicular epithelium [GO:0016334]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; gravitaxis [GO:0042332]; locomotor rhythm [GO:0045475]; male courtship behavior [GO:0008049]; mating behavior [GO:0007617]; morphogenesis of a polarized epithelium [GO:0001738]; morphogenesis of follicular epithelium [GO:0016333]; morphogenesis of larval imaginal disc epithelium [GO:0016335]; negative regulation of imaginal disc growth [GO:0045571]; nervous system development [GO:0007399]; ovarian follicle cell development [GO:0030707]; pole plasm protein localization [GO:0007318]; positive phototaxis [GO:0046956]; positive regulation of synaptic growth at neuromuscular junction [GO:0045887]; protein localization [GO:0008104]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; septate junction assembly [GO:0019991]; signal transduction [GO:0007165]; synaptic growth at neuromuscular junction [GO:0051124]	guanylate kinase activity [GO:0004385]	GO:0000132; GO:0001708; GO:0001738; GO:0004385; GO:0005856; GO:0005886; GO:0005918; GO:0005920; GO:0005938; GO:0007165; GO:0007268; GO:0007318; GO:0007391; GO:0007399; GO:0007617; GO:0008049; GO:0008104; GO:0016323; GO:0016327; GO:0016328; GO:0016333; GO:0016334; GO:0016335; GO:0016336; GO:0019991; GO:0030054; GO:0030707; GO:0030714; GO:0031256; GO:0031594; GO:0042058; GO:0042332; GO:0043005; GO:0043113; GO:0043195; GO:0045167; GO:0045175; GO:0045179; GO:0045197; GO:0045202; GO:0045211; GO:0045475; GO:0045571; GO:0045887; GO:0046956; GO:0048149; GO:0048471; GO:0051124; GO:0051294; GO:0060581; GO:0061174; GO:0061176; GO:0061689; GO:0071212; GO:0097120; GO:0098609; GO:0098839
TRINITY_DN29419_c0_g1_i6	11	5	0	3	sp	Q8TE73	DYH5_HUMAN	65.4	283	98	0	1569	2417	1372	1654	7e-108	393.3	DYH5_HUMAN	reviewed	Dynein heavy chain 5, axonemal (Axonemal beta dynein heavy chain 5) (Ciliary dynein heavy chain 5)	DNAH5 DNAHC5 HL1 KIAA1603	Homo sapiens (Human)	4624	cilium assembly [GO:0060271]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; flagellated sperm motility [GO:0030317]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; microtubule-based movement [GO:0007018]; outer dynein arm assembly [GO:0036158]	9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]	9+2 motile cilium [GO:0097729]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; cilium assembly [GO:0060271]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; flagellated sperm motility [GO:0030317]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; microtubule-based movement [GO:0007018]; outer dynein arm assembly [GO:0036158]	ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]	GO:0003341; GO:0003351; GO:0005524; GO:0005576; GO:0005737; GO:0005874; GO:0005930; GO:0007018; GO:0007368; GO:0007507; GO:0008569; GO:0021670; GO:0030286; GO:0030317; GO:0031514; GO:0036157; GO:0036158; GO:0045505; GO:0051959; GO:0060271; GO:0097729
