Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (GO)	Gene ontology (molecular function)	Gene ontology IDs	Cross-reference (UniPathway)	Cross-reference (InterPro)	Cross-reference (PANTHER)
Q16822	PCKGM_HUMAN	reviewed	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)	PCK2 PEPCK2	Homo sapiens (Human)	640	cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]; cellular response to dexamethasone stimulus [GO:0071549]; cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; gluconeogenesis [GO:0006094]; glycerol biosynthetic process from pyruvate [GO:0046327]; hepatocyte differentiation [GO:0070365]; propionate catabolic process [GO:0019543]; pyruvate metabolic process [GO:0006090]; response to lipid [GO:0033993]; response to starvation [GO:0042594]	GTP binding [GO:0005525]; manganese ion binding [GO:0030145]; phosphoenolpyruvate carboxykinase (GTP) activity [GO:0004613]; phosphoenolpyruvate carboxykinase activity [GO:0004611]	GO:0004611; GO:0004613; GO:0005525; GO:0005739; GO:0005759; GO:0005829; GO:0006090; GO:0006094; GO:0019543; GO:0030145; GO:0032869; GO:0033993; GO:0042594; GO:0046327; GO:0070365; GO:0071333; GO:0071549	UPA00138	IPR018091;IPR013035;IPR008209;IPR035077;IPR035078;IPR008210;	PTHR11561;
Q9VF87	CYFIP_DROME	reviewed	Cytoplasmic FMR1-interacting protein (Specifically Rac1-associated protein 1) (DSra-1)	Sra-1 Cyfip CG4931	Drosophila melanogaster (Fruit fly)	1291	axon guidance [GO:0007411]; cell adhesion mediated by integrin [GO:0033627]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; centripetally migrating follicle cell migration [GO:0060269]; chaeta development [GO:0022416]; compound eye morphogenesis [GO:0001745]; cortical actin cytoskeleton organization [GO:0030866]; positive regulation of filopodium assembly [GO:0051491]; regulation of actin filament polymerization [GO:0030833]; regulation of cell shape [GO:0008360]; regulation of synapse organization [GO:0050807]; regulation of translation [GO:0006417]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; SCAR complex [GO:0031209]; synapse [GO:0045202]	apical part of cell [GO:0045177]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; SCAR complex [GO:0031209]; synapse [GO:0045202]; Rac GTPase binding [GO:0048365]; RNA 7-methylguanosine cap binding [GO:0000340]; axon guidance [GO:0007411]; cell adhesion mediated by integrin [GO:0033627]; cell morphogenesis [GO:0000902]; cell projection assembly [GO:0030031]; centripetally migrating follicle cell migration [GO:0060269]; chaeta development [GO:0022416]; compound eye morphogenesis [GO:0001745]; cortical actin cytoskeleton organization [GO:0030866]; positive regulation of filopodium assembly [GO:0051491]; regulation of actin filament polymerization [GO:0030833]; regulation of cell shape [GO:0008360]; regulation of synapse organization [GO:0050807]; regulation of translation [GO:0006417]	Rac GTPase binding [GO:0048365]; RNA 7-methylguanosine cap binding [GO:0000340]	GO:0000340; GO:0000902; GO:0001745; GO:0005737; GO:0006417; GO:0007411; GO:0008360; GO:0022416; GO:0030031; GO:0030833; GO:0030866; GO:0031209; GO:0033627; GO:0043005; GO:0045177; GO:0045202; GO:0048365; GO:0050807; GO:0051491; GO:0060269		IPR008081;IPR009828;	PTHR12195;
Q5FYA8	ARSH_HUMAN	reviewed	Arylsulfatase H (ASH) (EC 3.1.6.-)	ARSH	Homo sapiens (Human)	562		endoplasmic reticulum lumen [GO:0005788]; integral component of membrane [GO:0016021]	endoplasmic reticulum lumen [GO:0005788]; integral component of membrane [GO:0016021]; arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]	arylsulfatase activity [GO:0004065]; metal ion binding [GO:0046872]	GO:0004065; GO:0005788; GO:0016021; GO:0046872		IPR017850;IPR024607;IPR000917;	
O15027	SC16A_HUMAN	reviewed	Protein transport protein Sec16A (SEC16 homolog A) (p250)	SEC16A KIAA0310 SEC16 SEC16L	Homo sapiens (Human)	2357	COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; Golgi to plasma membrane CFTR protein transport [GO:0043000]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; protein exit from endoplasmic reticulum [GO:0032527]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein localization to plasma membrane [GO:0072659]; protein stabilization [GO:0050821]; response to endoplasmic reticulum stress [GO:0034976]; substantia nigra development [GO:0021762]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; organelle membrane [GO:0031090]; perinuclear region of cytoplasm [GO:0048471]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; organelle membrane [GO:0031090]; perinuclear region of cytoplasm [GO:0048471]; COPII vesicle coating [GO:0048208]; endoplasmic reticulum organization [GO:0007029]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; Golgi to plasma membrane CFTR protein transport [GO:0043000]; positive regulation of protein exit from endoplasmic reticulum [GO:0070863]; protein exit from endoplasmic reticulum [GO:0032527]; protein localization to endoplasmic reticulum exit site [GO:0070973]; protein localization to plasma membrane [GO:0072659]; protein stabilization [GO:0050821]; response to endoplasmic reticulum stress [GO:0034976]; substantia nigra development [GO:0021762]		GO:0000139; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0006888; GO:0007029; GO:0007030; GO:0012507; GO:0021762; GO:0031090; GO:0032527; GO:0034976; GO:0043000; GO:0048208; GO:0048471; GO:0050821; GO:0070863; GO:0070971; GO:0070973; GO:0072659		IPR024298;IPR024880;IPR024340;	
P09917	LOX5_HUMAN	reviewed	Polyunsaturated fatty acid 5-lipoxygenase (EC 1.13.11.-) (Arachidonate 5-lipoxygenase) (5-LO) (5-lipoxygenase) (EC 1.13.11.34)	ALOX5 LOG5	Homo sapiens (Human)	674	arachidonic acid metabolic process [GO:0019369]; cytokine-mediated signaling pathway [GO:0019221]; dendritic cell migration [GO:0036336]; glucose homeostasis [GO:0042593]; hepoxilin biosynthetic process [GO:0051122]; humoral immune response [GO:0006959]; interleukin-18-mediated signaling pathway [GO:0035655]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; leukocyte migration involved in inflammatory response [GO:0002523]; leukotriene A4 biosynthetic process [GO:1901753]; leukotriene biosynthetic process [GO:0019370]; leukotriene metabolic process [GO:0006691]; leukotriene production involved in inflammatory response [GO:0002540]; lipid oxidation [GO:0034440]; lipoxin biosynthetic process [GO:2001301]; lipoxygenase pathway [GO:0019372]; long-chain fatty acid biosynthetic process [GO:0042759]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of inflammatory response [GO:0050728]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of vascular wound healing [GO:0061044]; negative regulation of wound healing [GO:0061045]; neutrophil degranulation [GO:0043312]; positive regulation of bone mineralization [GO:0030501]; positive regulation of leukocyte adhesion to arterial endothelial cell [GO:1904999]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of fat cell differentiation [GO:0045598]; regulation of inflammatory response [GO:0050727]; regulation of inflammatory response to wounding [GO:0106014]; regulation of insulin secretion [GO:0050796]; regulation of reactive oxygen species biosynthetic process [GO:1903426]	cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; nuclear envelope [GO:0005635]; nuclear envelope lumen [GO:0005641]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774]	cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; nuclear envelope [GO:0005635]; nuclear envelope lumen [GO:0005641]; nuclear matrix [GO:0016363]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774]; arachidonate 5-lipoxygenase activity [GO:0004051]; hydrolase activity [GO:0016787]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; arachidonic acid metabolic process [GO:0019369]; cytokine-mediated signaling pathway [GO:0019221]; dendritic cell migration [GO:0036336]; glucose homeostasis [GO:0042593]; hepoxilin biosynthetic process [GO:0051122]; humoral immune response [GO:0006959]; interleukin-18-mediated signaling pathway [GO:0035655]; leukocyte chemotaxis involved in inflammatory response [GO:0002232]; leukocyte migration involved in inflammatory response [GO:0002523]; leukotriene A4 biosynthetic process [GO:1901753]; leukotriene biosynthetic process [GO:0019370]; leukotriene metabolic process [GO:0006691]; leukotriene production involved in inflammatory response [GO:0002540]; lipid oxidation [GO:0034440]; lipoxin biosynthetic process [GO:2001301]; lipoxygenase pathway [GO:0019372]; long-chain fatty acid biosynthetic process [GO:0042759]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of inflammatory response [GO:0050728]; negative regulation of response to endoplasmic reticulum stress [GO:1903573]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of vascular wound healing [GO:0061044]; negative regulation of wound healing [GO:0061045]; neutrophil degranulation [GO:0043312]; positive regulation of bone mineralization [GO:0030501]; positive regulation of leukocyte adhesion to arterial endothelial cell [GO:1904999]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of cytokine production involved in inflammatory response [GO:1900015]; regulation of fat cell differentiation [GO:0045598]; regulation of inflammatory response [GO:0050727]; regulation of inflammatory response to wounding [GO:0106014]; regulation of insulin secretion [GO:0050796]; regulation of reactive oxygen species biosynthetic process [GO:1903426]	arachidonate 5-lipoxygenase activity [GO:0004051]; hydrolase activity [GO:0016787]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]	GO:0001937; GO:0002232; GO:0002523; GO:0002540; GO:0004051; GO:0005506; GO:0005576; GO:0005615; GO:0005635; GO:0005641; GO:0005654; GO:0005829; GO:0005886; GO:0006691; GO:0006959; GO:0016363; GO:0016525; GO:0016702; GO:0016787; GO:0019221; GO:0019369; GO:0019370; GO:0019372; GO:0030501; GO:0031965; GO:0034440; GO:0034774; GO:0035655; GO:0036336; GO:0042593; GO:0042759; GO:0043312; GO:0045598; GO:0048471; GO:0050727; GO:0050728; GO:0050796; GO:0051122; GO:0061044; GO:0061045; GO:0106014; GO:1900015; GO:1900407; GO:1901753; GO:1903426; GO:1903573; GO:1903671; GO:1904813; GO:1904999; GO:2001301	UPA00877	IPR000907;IPR013819;IPR036226;IPR020834;IPR020833;IPR001885;IPR001024;IPR036392;IPR042062;	PTHR11771;
P56079	CDS_DROME	reviewed	Phosphatidate cytidylyltransferase, photoreceptor-specific (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)	Cds CdsA CG7962	Drosophila melanogaster (Fruit fly)	447	CDP-diacylglycerol biosynthetic process [GO:0016024]; lipid biosynthetic process [GO:0008610]; negative regulation of triglyceride biosynthetic process [GO:0010868]; phototransduction [GO:0007602]; positive regulation of phosphatidylinositol biosynthetic process [GO:0010513]; regulation of lipid storage [GO:0010883]; rhodopsin mediated signaling pathway [GO:0016056]; sperm individualization [GO:0007291]; terminal branching, open tracheal system [GO:0007430]; thermotaxis [GO:0043052]; visual perception [GO:0007601]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; phosphatidate cytidylyltransferase activity [GO:0004605]; CDP-diacylglycerol biosynthetic process [GO:0016024]; lipid biosynthetic process [GO:0008610]; negative regulation of triglyceride biosynthetic process [GO:0010868]; phototransduction [GO:0007602]; positive regulation of phosphatidylinositol biosynthetic process [GO:0010513]; regulation of lipid storage [GO:0010883]; rhodopsin mediated signaling pathway [GO:0016056]; sperm individualization [GO:0007291]; terminal branching, open tracheal system [GO:0007430]; thermotaxis [GO:0043052]; visual perception [GO:0007601]	phosphatidate cytidylyltransferase activity [GO:0004605]	GO:0004605; GO:0005789; GO:0007291; GO:0007430; GO:0007601; GO:0007602; GO:0008610; GO:0010513; GO:0010868; GO:0010883; GO:0016021; GO:0016024; GO:0016056; GO:0043052	UPA00557;UER00614	IPR000374;IPR016720;	PTHR13773;
O15514	RPB4_HUMAN	reviewed	DNA-directed RNA polymerase II subunit RPB4 (RNA polymerase II subunit B4) (DNA-directed RNA polymerase II subunit D) (RNA polymerase II 16 kDa subunit) (RPB16)	POLR2D	Homo sapiens (Human)	142	7-methylguanosine mRNA capping [GO:0006370]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA export from nucleus in response to heat stress [GO:0031990]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of translational initiation [GO:0045948]; positive regulation of viral transcription [GO:0050434]; recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402]; regulation of gene silencing by miRNA [GO:0060964]; RNA metabolic process [GO:0016070]; snRNA transcription by RNA polymerase II [GO:0042795]; somatic stem cell population maintenance [GO:0035019]; transcription, DNA-templated [GO:0006351]; transcription by RNA polymerase II [GO:0006366]; transcription-coupled nucleotide-excision repair [GO:0006283]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; RNA polymerase II, core complex [GO:0005665]	cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; RNA polymerase II, core complex [GO:0005665]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleotide binding [GO:0000166]; translation initiation factor binding [GO:0031369]; 7-methylguanosine mRNA capping [GO:0006370]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA export from nucleus in response to heat stress [GO:0031990]; mRNA splicing, via spliceosome [GO:0000398]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; positive regulation of translational initiation [GO:0045948]; positive regulation of viral transcription [GO:0050434]; recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex [GO:0034402]; regulation of gene silencing by miRNA [GO:0060964]; RNA metabolic process [GO:0016070]; snRNA transcription by RNA polymerase II [GO:0042795]; somatic stem cell population maintenance [GO:0035019]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription, DNA-templated [GO:0006351]; transcription-coupled nucleotide-excision repair [GO:0006283]	DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; nucleotide binding [GO:0000166]; translation initiation factor binding [GO:0031369]	GO:0000166; GO:0000288; GO:0000398; GO:0000932; GO:0003899; GO:0005634; GO:0005654; GO:0005665; GO:0005829; GO:0006283; GO:0006351; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0008543; GO:0016070; GO:0016607; GO:0031369; GO:0031990; GO:0034402; GO:0035019; GO:0042795; GO:0045948; GO:0050434; GO:0060964		IPR010997;IPR006590;IPR005574;IPR038324;	
P06708	TNNC2_ASTLP	reviewed	Troponin C, isotype gamma		Astacus leptodactylus (Turkish narrow-clawed crayfish) (Pontastacus leptodactylus)	150			calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	GO:0005509		IPR011992;IPR018247;IPR002048;	
P48375	FKB12_DROME	reviewed	12 kDa FK506-binding protein (FKBP) (EC 5.2.1.8) (Macrolide-binding protein) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	FK506-bp2 FKBP12 CG11001	Drosophila melanogaster (Fruit fly)	108	chaperone-mediated protein folding [GO:0061077]; protein peptidyl-prolyl isomerization [GO:0000413]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; chaperone-mediated protein folding [GO:0061077]; protein peptidyl-prolyl isomerization [GO:0000413]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0000413; GO:0003755; GO:0005737; GO:0005886; GO:0061077		IPR001179;	
Q9W0T5	PYX_DROME	reviewed	Transient receptor potential channel pyrexia	pyx CG17142	Drosophila melanogaster (Fruit fly)	956	calcium ion transport [GO:0006816]; cation transport [GO:0006812]; negative gravitaxis [GO:0048060]; potassium ion transport [GO:0006813]; response to heat [GO:0009408]	cation channel complex [GO:0034703]; integral component of membrane [GO:0016021]	cation channel complex [GO:0034703]; integral component of membrane [GO:0016021]; calcium channel activity [GO:0005262]; cation channel activity [GO:0005261]; calcium ion transport [GO:0006816]; cation transport [GO:0006812]; negative gravitaxis [GO:0048060]; potassium ion transport [GO:0006813]; response to heat [GO:0009408]	calcium channel activity [GO:0005262]; cation channel activity [GO:0005261]	GO:0005261; GO:0005262; GO:0006812; GO:0006813; GO:0006816; GO:0009408; GO:0016021; GO:0034703; GO:0048060		IPR002110;IPR020683;IPR036770;IPR005821;	
P21522	ROA1_SCHAM	reviewed	Heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog	HNRNP	Schistocerca americana (American grasshopper)	342		nucleus [GO:0005634]	nucleus [GO:0005634]; mRNA binding [GO:0003729]	mRNA binding [GO:0003729]	GO:0003729; GO:0005634		IPR037366;IPR012677;IPR035979;IPR000504;	PTHR11176;
Q26061	FRI_PACLE	reviewed	Ferritin (EC 1.16.3.1)		Pacifastacus leniusculus (Signal crayfish)	181	cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	cytoplasm [GO:0005737]	cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]	ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]	GO:0004322; GO:0005737; GO:0006826; GO:0006879; GO:0008199		IPR001519;IPR012347;IPR009040;IPR009078;IPR008331;	PTHR11431;
Q9YHV4	FSTA_DANRE	reviewed	Follistatin-A (FS) (Activin-binding protein) (Follistatin-1) (zFst1)	fsta fst fst1 si:dkey-111k10.2 si:dkeyp-88a5.1	Danio rerio (Zebrafish) (Brachydanio rerio)	322	cell differentiation [GO:0030154]; determination of dorsal identity [GO:0048263]; dorsal/ventral pattern formation [GO:0009953]; embryonic viscerocranium morphogenesis [GO:0048703]; midbrain development [GO:0030901]; multicellular organism development [GO:0007275]; negative regulation of activin receptor signaling pathway [GO:0032926]; oocyte differentiation [GO:0009994]; otic placode formation [GO:0043049]; regulation of BMP signaling pathway [GO:0030510]	extracellular region [GO:0005576]; extracellular space [GO:0005615]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; activin binding [GO:0048185]; cell differentiation [GO:0030154]; determination of dorsal identity [GO:0048263]; dorsal/ventral pattern formation [GO:0009953]; embryonic viscerocranium morphogenesis [GO:0048703]; midbrain development [GO:0030901]; multicellular organism development [GO:0007275]; negative regulation of activin receptor signaling pathway [GO:0032926]; oocyte differentiation [GO:0009994]; otic placode formation [GO:0043049]; regulation of BMP signaling pathway [GO:0030510]	activin binding [GO:0048185]	GO:0005576; GO:0005615; GO:0007275; GO:0009953; GO:0009994; GO:0030154; GO:0030510; GO:0030901; GO:0032926; GO:0043049; GO:0048185; GO:0048263; GO:0048703		IPR003645;IPR015369;IPR002350;IPR036058;IPR017878;IPR036773;	
O42161	ACTB_SALSA	reviewed	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	actb	Salmo salar (Atlantic salmon)	375		actin cytoskeleton [GO:0015629]; cell [GO:0005623]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]	actin cytoskeleton [GO:0015629]; cell [GO:0005623]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]	ATP binding [GO:0005524]	GO:0005524; GO:0005623; GO:0005634; GO:0005737; GO:0005886; GO:0015629		IPR004000;IPR020902;IPR004001;IPR043129;	PTHR11937;
Q1RLK6	B3GN4_MOUSE	reviewed	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4 (EC 2.4.1.149) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4) (BGnT-4) (Beta-1,3-Gn-T4) (Beta-1,3-N-acetylglucosaminyltransferase 4) (Beta3Gn-T4) (EC 2.4.1.-)	B3gnt4	Mus musculus (Mouse)	350	poly-N-acetyllactosamine biosynthetic process [GO:0030311]; protein glycosylation [GO:0006486]; protein O-linked glycosylation [GO:0006493]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; acetylgalactosaminyltransferase activity [GO:0008376]; acetylglucosaminyltransferase activity [GO:0008375]; beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity [GO:0008457]; N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]; transferase activity, transferring hexosyl groups [GO:0016758]; poly-N-acetyllactosamine biosynthetic process [GO:0030311]; protein glycosylation [GO:0006486]; protein O-linked glycosylation [GO:0006493]	acetylgalactosaminyltransferase activity [GO:0008376]; acetylglucosaminyltransferase activity [GO:0008375]; beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramide beta-1,3-acetylglucosaminyltransferase activity [GO:0008457]; N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity [GO:0008532]; transferase activity, transferring hexosyl groups [GO:0016758]	GO:0000139; GO:0005783; GO:0005794; GO:0006486; GO:0006493; GO:0008375; GO:0008376; GO:0008457; GO:0008532; GO:0016021; GO:0016758; GO:0030311	UPA00378	IPR002659;	PTHR11214;
Q9VT28	FRY_DROME	reviewed	Protein furry	fry CG32045	Drosophila melanogaster (Fruit fly)	3479	antennal morphogenesis [GO:0048800]; cell morphogenesis [GO:0000902]; chaeta morphogenesis [GO:0008407]; dendrite self-avoidance [GO:0070593]; imaginal disc-derived wing hair organization [GO:0035317]; imaginal disc-derived wing morphogenesis [GO:0007476]; microtubule sliding [GO:0051012]; negative regulation of neuron projection arborization [GO:0150013]; neuron projection development [GO:0031175]; non-sensory hair organization [GO:0035316]; oocyte morphogenesis [GO:0048601]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of dendrite development [GO:0050773]; regulation of dendrite morphogenesis [GO:0048814]; rhabdomere development [GO:0042052]	apical part of cell [GO:0045177]; axon [GO:0030424]; cell body [GO:0044297]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; site of polarized growth [GO:0030427]	apical part of cell [GO:0045177]; axon [GO:0030424]; cell body [GO:0044297]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; site of polarized growth [GO:0030427]; antennal morphogenesis [GO:0048800]; cell morphogenesis [GO:0000902]; chaeta morphogenesis [GO:0008407]; dendrite self-avoidance [GO:0070593]; imaginal disc-derived wing hair organization [GO:0035317]; imaginal disc-derived wing morphogenesis [GO:0007476]; microtubule sliding [GO:0051012]; negative regulation of neuron projection arborization [GO:0150013]; neuron projection development [GO:0031175]; non-sensory hair organization [GO:0035316]; oocyte morphogenesis [GO:0048601]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein serine/threonine kinase activity [GO:0071902]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of dendrite development [GO:0050773]; regulation of dendrite morphogenesis [GO:0048814]; rhabdomere development [GO:0042052]		GO:0000902; GO:0005737; GO:0005938; GO:0007476; GO:0008407; GO:0030424; GO:0030425; GO:0030427; GO:0031175; GO:0035316; GO:0035317; GO:0042052; GO:0044297; GO:0045177; GO:0045860; GO:0045893; GO:0048601; GO:0048800; GO:0048814; GO:0050773; GO:0051012; GO:0070593; GO:0071902; GO:0150013		IPR016024;IPR025614;IPR025481;IPR039867;IPR029473;	PTHR12295;
